@relation bookkeeper

@attribute NumberRevisions real
@attribute NumberAuthors real
@attribute LOC real
@attribute AGE real
@attribute CHURN real
@attribute LOC_TOUCHED real
@attribute AvgLocAdded real
@attribute MaxLocAdded real
@attribute AvgChgSet real
@attribute MaxChgSet real
@attribute numImports real
@attribute numComments real
@attribute Buggy {Yes, No}

@data
19,3,1004,93,378,736,22,115,14,47,747,6646,Yes
1,1,154,75,0,5,0,0,21,21,1,54,No
4,3,825,26,245,265,62,168,11,21,112,1087,Yes
3,2,258,38,21,106,8,24,18,21,65,229,Yes
5,3,531,92,42,118,10,37,7,16,119,953,Yes
2,1,341,89,102,103,51,62,9,13,16,194,Yes
3,2,386,41,11,27,4,6,9,21,83,241,No
1,1,51,0,51,51,51,51,24,24,0,44,Yes
8,3,518,44,36,138,5,22,18,47,128,1771,Yes
7,2,194,38,-3,58,2,10,17,47,62,646,Yes
7,3,577,38,10,35,1,7,13,41,113,1566,No
1,1,158,44,0,2,0,0,13,13,9,60,Yes
1,1,50,89,4,4,4,4,13,13,2,34,Yes
9,2,867,41,107,218,13,62,17,47,167,2150,Yes
1,1,62,89,0,2,0,0,13,13,5,37,Yes
1,1,87,38,-1,5,0,0,13,13,5,45,Yes
1,1,52,38,0,1,0,0,13,13,2,32,Yes
3,2,258,11,253,270,84,240,11,16,37,343,Yes
1,1,109,35,18,19,18,18,13,13,3,91,Yes
1,1,58,18,0,1,0,0,16,16,3,38,Yes
1,1,108,0,108,108,108,108,24,24,9,52,Yes
4,1,309,88,44,44,11,11,17,47,4,446,Yes
11,3,620,93,10,147,2,10,17,47,236,4580,Yes
13,3,749,58,138,355,13,96,14,47,359,5478,Yes
3,2,315,89,106,127,37,109,12,21,77,367,Yes
1,1,191,67,7,7,7,7,11,11,9,87,No
2,1,83,75,12,40,7,13,13,21,1,141,Yes
4,1,272,9,273,286,68,274,9,21,57,457,Yes
4,2,135,75,-1,19,0,2,24,47,38,307,No
3,2,78,90,1,15,1,1,25,47,13,159,Yes
1,1,82,83,-2,2,0,0,3,3,5,43,No
5,2,137,14,129,169,26,112,6,8,18,359,Yes
4,1,333,6,427,586,124,298,6,8,65,757,Yes
12,3,953,92,6,360,2,8,14,47,293,5525,Yes
9,3,433,92,81,276,9,35,19,47,146,1523,Yes
3,2,175,76,29,60,11,29,21,47,25,223,No
2,2,153,76,0,2,0,0,29,41,28,132,No
5,3,167,91,21,77,7,38,11,21,39,390,Yes
12,3,279,91,117,529,17,81,10,41,215,1101,Yes
4,2,126,59,-2,17,0,1,15,41,30,217,No
2,1,92,59,27,31,13,27,4,6,9,109,Yes
2,1,101,75,9,38,5,6,13,21,5,92,Yes
4,2,201,55,114,119,29,54,17,47,40,517,Yes
4,1,296,55,38,110,18,36,9,21,12,844,Yes
7,3,647,60,164,178,23,50,9,16,21,2918,Yes
1,1,89,45,0,3,0,0,2,2,6,50,No
7,3,389,55,-98,344,6,25,24,47,165,1226,Yes
1,1,84,0,84,84,84,84,47,47,1,73,No
5,3,158,55,-26,84,1,4,27,47,96,369,Yes
4,2,85,26,92,102,24,72,25,47,22,184,Yes
5,3,475,55,13,221,21,97,27,47,116,1094,Yes
4,2,85,26,93,103,24,72,25,47,22,186,Yes
5,3,243,53,29,84,7,25,27,47,40,659,No
2,2,147,55,10,214,44,87,35,47,14,233,Yes
4,2,233,55,114,236,28,74,25,47,33,511,Yes
3,1,91,20,109,109,36,64,10,13,5,233,Yes
2,2,646,1,659,785,346,691,17,24,80,401,Yes
13,3,487,20,452,647,36,394,7,21,366,1746,Yes
2,1,67,8,65,72,32,65,29,47,4,58,No
1,1,77,0,77,77,77,77,8,8,3,42,No
1,1,94,0,94,94,94,94,8,8,11,36,No
1,1,337,0,337,337,337,337,8,8,8,94,No
1,1,214,0,214,214,214,214,17,17,3,90,No
1,1,79,0,79,79,79,79,17,17,1,69,No
1,1,25,0,25,25,25,25,17,17,0,21,No
1,1,84,0,84,84,84,84,17,17,3,60,No
1,1,34,0,34,34,34,34,17,17,0,22,No
1,1,33,0,33,33,33,33,17,17,1,22,No
1,1,104,0,104,104,104,104,17,17,1,94,No
1,1,172,0,172,172,172,172,17,17,4,154,No
1,1,70,0,70,70,70,70,17,17,1,48,No
1,1,140,0,140,140,140,140,5,5,9,55,Yes
1,1,154,0,154,154,154,154,17,17,10,51,No
1,1,81,0,81,81,81,81,17,17,7,42,No
1,1,98,0,98,98,98,98,17,17,15,36,No
1,1,341,0,341,341,341,341,17,17,12,94,No
2,1,248,24,24,26,12,12,12,12,6,224,No
2,1,258,93,20,62,10,20,5,7,41,151,Yes
1,1,176,81,4,4,4,4,16,16,0,117,Yes
13,3,541,93,95,196,7,27,13,41,337,1952,Yes
1,1,91,38,2,3,2,2,12,12,9,43,Yes
1,1,132,65,0,1,0,0,2,2,7,74,No
7,2,2870,24,4078,4114,582,1493,12,21,0,4297,Yes
2,2,542,92,31,33,15,31,27,41,37,350,No
9,3,696,93,24,145,5,14,10,41,369,2439,Yes
2,1,150,68,4,8,2,2,12,12,2,88,No
4,1,322,18,445,579,111,234,9,13,108,455,Yes
6,2,289,18,379,416,63,269,10,21,121,780,Yes
7,2,267,14,281,310,41,267,11,21,164,599,Yes
3,2,137,14,138,143,46,139,12,21,57,174,Yes
1,1,56,0,56,56,56,56,8,8,4,39,No
3,2,66,4,74,81,24,63,5,11,0,113,Yes
8,1,337,18,359,491,48,289,6,11,215,997,Yes
2,1,45,0,45,46,22,45,12,21,0,58,No
2,2,167,11,168,171,84,166,15,16,5,193,No
1,1,88,17,33,33,33,33,21,21,2,50,No
5,3,257,93,2,29,1,2,17,41,124,371,No
2,1,48,68,20,36,13,13,12,12,0,68,No
2,2,135,93,42,42,21,33,6,7,11,145,No
2,1,140,9,152,152,76,129,36,47,10,171,No
1,1,131,0,131,131,131,131,24,24,5,66,Yes
2,2,100,90,60,66,31,60,18,24,6,122,Yes
4,2,179,55,163,191,43,88,15,24,61,409,Yes
2,1,47,8,32,63,16,32,29,47,0,63,No
1,1,45,0,45,45,45,45,47,47,0,24,No
1,1,94,0,94,94,94,94,1,1,8,54,Yes
1,1,35,0,35,35,35,35,13,13,1,28,Yes
4,2,270,16,540,549,135,257,8,12,94,462,Yes
4,2,585,46,6,22,1,3,23,79,112,924,Yes
2,2,295,42,-24,39,0,1,41,79,24,266,Yes
3,3,353,41,32,71,13,37,43,79,41,541,Yes
2,1,102,2,102,103,51,102,41,79,18,98,Yes
2,2,226,56,39,55,19,39,47,79,30,144,Yes
2,2,153,0,153,157,76,153,8,14,22,144,Yes
6,3,297,40,160,188,27,79,17,47,92,614,Yes
2,2,80,2,80,82,40,80,41,79,16,76,Yes
4,3,267,44,36,42,9,17,29,79,86,344,Yes
4,2,182,31,71,147,18,41,25,79,55,315,Yes
9,3,901,58,220,321,26,179,24,79,259,3485,Yes
2,2,230,17,230,232,115,230,41,79,24,188,Yes
1,1,36,31,6,6,6,6,6,6,1,25,No
1,1,32,0,32,32,32,32,6,6,0,26,Yes
3,2,266,3,359,365,119,220,30,79,50,392,Yes
2,2,64,15,64,65,32,64,50,79,12,62,Yes
2,2,208,15,208,211,104,208,50,79,28,106,Yes
3,2,398,58,28,37,9,28,46,79,45,505,Yes
4,2,416,19,462,465,115,371,27,79,40,846,Yes
5,2,261,18,337,353,67,188,20,79,67,555,Yes
2,2,100,47,0,2,0,0,50,79,38,82,Yes
4,2,336,3,663,683,165,333,25,79,72,559,Yes
6,3,175,39,2,57,2,8,30,79,100,319,Yes
3,2,149,56,11,36,5,15,49,79,29,196,Yes
2,2,93,38,-11,45,1,2,35,47,23,88,Yes
4,2,322,56,18,97,4,15,39,79,76,469,Yes
3,2,63,27,61,69,20,59,46,79,12,90,Yes
1,1,59,0,59,59,59,59,17,17,2,37,No
1,1,131,0,131,131,131,131,17,17,9,57,No
4,2,648,7,648,664,162,649,28,79,105,896,Yes
5,1,43,22,88,95,18,45,21,79,15,162,Yes
2,1,97,1,114,114,57,81,3,3,22,107,No
1,1,113,61,0,1,0,0,79,79,18,47,Yes
6,2,298,19,285,352,47,277,20,79,86,731,Yes
7,2,380,18,388,454,57,352,18,79,206,1085,Yes
2,2,274,0,276,302,141,276,10,13,56,189,Yes
1,1,69,0,69,69,69,69,7,7,1,41,No
1,1,418,0,418,418,418,418,4,4,26,177,Yes
4,2,228,17,248,294,65,233,24,79,92,367,Yes
2,1,59,0,118,118,59,59,10,10,6,56,No
2,1,99,0,198,198,99,99,10,10,26,90,No
12,3,636,19,760,834,64,359,15,79,443,2802,Yes
13,3,511,20,512,802,47,431,9,21,306,2711,Yes
2,2,258,91,-1,22,4,8,63,79,38,192,Yes
15,2,444,43,206,305,14,116,12,47,356,3007,Yes
1,1,243,91,0,2,0,0,79,79,22,48,Yes
5,3,392,91,79,131,18,39,27,79,99,792,Yes
1,1,259,59,0,3,0,0,79,79,15,111,Yes
5,2,1105,91,-124,266,8,35,28,79,153,1667,Yes
3,3,103,70,3,22,1,3,37,79,30,111,Yes
1,1,100,91,0,2,0,0,79,79,5,58,Yes
1,1,185,91,0,1,0,0,79,79,16,46,Yes
1,1,118,62,0,1,0,0,79,79,23,63,Yes
1,1,67,58,0,2,0,0,79,79,4,37,Yes
1,1,166,44,0,2,0,0,79,79,10,75,Yes
1,1,74,37,0,1,0,0,79,79,5,35,Yes
3,2,154,91,3,15,1,4,43,79,23,265,Yes
2,1,63,25,64,64,32,63,28,47,16,73,Yes
2,1,55,25,56,56,28,55,28,47,12,69,Yes
2,2,65,91,0,4,0,0,55,79,16,58,Yes
1,1,55,0,55,55,55,55,31,31,2,28,No
3,2,174,6,187,187,62,166,8,16,27,241,Yes
5,3,583,27,610,660,123,506,31,79,65,980,Yes
5,2,150,36,-4,58,4,19,15,31,83,276,Yes
2,2,96,10,96,97,48,96,47,79,14,100,Yes
1,1,52,0,52,52,52,52,1,1,4,25,No
2,1,88,87,24,28,12,24,17,30,12,152,No
3,2,367,89,62,63,20,34,16,27,41,989,Yes
2,1,138,69,4,8,2,2,18,18,20,96,No
3,1,142,76,4,8,1,2,25,41,48,173,No
2,1,191,69,2,10,1,1,18,18,18,124,No
2,1,171,83,9,12,4,9,20,27,12,196,No
1,1,56,78,0,10,0,0,35,35,2,35,No
3,2,174,93,29,36,10,16,17,30,23,265,Yes
1,1,34,0,34,34,34,34,8,8,0,24,No
1,1,34,0,34,34,34,34,16,16,0,25,Yes
1,1,156,0,156,156,156,156,35,35,17,85,No
1,1,84,0,84,84,84,84,16,16,14,48,No
3,2,119,78,0,80,1,3,28,41,32,181,No
2,1,95,76,8,13,4,8,35,41,12,102,No
2,2,72,78,2,19,1,2,32,35,18,85,No
2,1,114,76,1,5,0,1,35,41,26,124,No
7,2,308,83,51,167,7,20,24,41,153,1382,No
2,2,85,78,1,29,2,4,32,35,23,101,No
2,1,161,13,183,183,91,139,25,35,10,162,Yes
2,1,128,76,0,3,0,0,35,41,24,132,No
2,1,70,3,70,71,35,70,27,35,10,66,No
1,1,54,0,54,54,54,54,35,35,2,45,No
1,1,160,0,160,160,160,160,35,35,10,134,No
10,2,304,50,-236,387,4,29,22,41,198,1562,No
7,2,261,78,23,132,4,25,22,41,153,846,No
10,2,719,78,54,337,11,30,21,35,367,3335,No
4,2,205,3,219,222,54,198,18,35,57,446,Yes
4,2,369,76,3,55,1,5,26,41,118,778,No
1,1,50,0,50,50,50,50,35,35,4,29,No
2,2,33,17,42,42,21,25,16,30,4,37,Yes
3,1,106,76,1,11,0,1,26,41,35,165,No
2,1,622,10,624,624,312,621,23,35,86,584,No
3,1,371,5,365,402,121,363,11,16,134,408,Yes
2,1,380,3,382,384,191,378,13,16,53,419,Yes
1,1,72,0,72,72,72,72,35,35,13,34,No
1,1,92,0,92,92,92,92,35,35,8,47,No
2,1,272,5,284,284,142,261,31,35,54,269,No
1,1,371,0,371,371,371,371,35,35,19,168,No
1,1,47,0,47,47,47,47,35,35,7,28,No
2,1,104,3,108,108,54,101,13,16,21,109,Yes
1,1,111,0,111,111,111,111,35,35,13,57,No
3,1,305,8,319,319,106,298,18,27,91,371,Yes
3,1,287,8,309,969,208,622,18,27,84,342,Yes
1,1,49,0,49,49,49,49,27,27,9,28,No
2,1,96,4,94,99,47,94,15,27,20,104,No
4,1,322,15,352,365,88,308,17,35,122,521,Yes
5,1,442,13,557,815,119,538,18,35,187,1054,Yes
2,1,47,3,49,49,24,46,25,35,17,55,No
2,1,98,9,96,101,48,96,19,35,20,108,No
1,1,89,0,89,89,89,89,35,35,0,81,No
1,1,24,0,24,24,24,24,20,20,0,21,No
1,1,70,0,70,70,70,70,25,25,6,57,No
1,1,50,0,50,50,50,50,20,20,3,42,No
2,1,72,0,71,82,36,72,22,25,17,69,No
1,1,47,0,47,47,47,47,20,20,3,39,No
1,1,44,0,44,44,44,44,27,27,2,38,No
1,1,26,0,26,26,26,26,35,35,0,20,No
1,1,41,91,0,1,0,0,79,79,3,24,Yes
1,1,104,91,0,8,0,0,79,79,3,40,Yes
1,1,54,91,0,2,0,0,79,79,3,27,Yes
6,2,235,93,84,108,14,42,16,28,15,361,Yes
14,2,14230,70,8847,12751,640,2384,20,30,0,43293,Yes
1,1,74,0,74,74,74,74,1,1,6,28,No
3,2,53,83,25,26,8,18,25,30,17,93,No
1,1,100,72,59,59,59,59,22,22,10,37,No
6,2,517,42,103,366,22,101,16,41,235,1252,Yes
1,1,437,42,12,12,12,12,9,9,4,284,No
8,2,1016,42,78,165,11,46,19,41,357,1814,Yes
1,1,101,27,7,11,7,7,8,8,7,45,Yes
2,1,343,37,-1,25,0,1,15,22,51,196,No
2,1,106,69,2,8,1,1,18,18,16,88,No
2,1,106,69,2,4,1,1,18,18,32,84,No
2,1,93,69,2,4,1,1,18,18,20,84,No
1,1,38,76,-7,9,0,0,7,7,3,24,No
12,3,442,93,237,316,19,82,10,28,181,2458,Yes
1,1,90,93,5,5,5,5,4,4,7,38,No
5,1,56,92,42,64,8,26,16,25,22,222,Yes
15,3,722,93,219,494,15,103,14,27,546,5043,Yes
1,1,105,0,105,105,105,105,16,16,18,43,No
1,1,47,29,0,5,0,0,8,8,2,29,No
3,1,82,69,14,21,4,12,22,30,46,102,No
9,2,218,92,70,239,12,66,18,27,288,749,Yes
3,2,186,11,181,233,60,153,13,27,39,242,No
3,2,91,81,9,37,3,5,17,18,51,110,No
2,1,157,20,166,166,83,149,18,28,28,171,No
4,1,182,20,237,244,60,163,16,28,36,438,Yes
1,1,866,0,866,866,866,866,5,5,37,288,Yes
3,1,141,19,127,190,42,118,19,28,23,372,No
2,1,100,1,100,104,50,100,16,21,26,158,No
2,1,96,5,96,100,48,96,20,28,14,164,No
7,1,749,20,794,895,113,559,15,28,216,2022,Yes
9,3,494,93,52,127,5,22,14,28,582,1414,No
1,1,83,18,6,7,6,6,4,4,3,46,No
2,1,202,16,22,22,11,11,18,18,14,156,No
2,2,154,81,1,10,0,1,24,41,48,122,No
11,3,1097,89,332,764,36,260,12,41,453,4629,Yes
2,2,96,92,4,19,2,4,24,41,12,84,No
1,1,27,0,27,27,27,27,7,7,0,23,No
3,2,487,76,5,11,1,5,33,41,75,463,No
1,1,59,69,1,4,1,1,30,30,4,30,No
1,1,99,66,5,5,5,5,28,28,3,83,No
8,2,773,92,71,345,14,50,16,41,258,3216,No
2,1,64,40,0,2,0,0,6,7,2,76,No
1,1,54,92,17,17,17,17,7,7,0,29,No
1,1,132,83,0,9,0,0,27,27,11,53,No
2,1,176,83,1,7,0,1,17,27,52,110,No
1,1,70,0,70,70,70,70,27,27,11,33,No
1,1,74,77,5,21,6,6,7,7,7,37,No
2,1,355,76,0,22,0,0,35,41,62,234,No
10,2,734,92,126,342,15,60,12,27,312,2842,Yes
2,1,74,74,22,44,11,22,22,25,19,78,No
5,2,106,87,24,64,4,16,12,27,51,281,Yes
6,2,180,87,96,129,16,61,13,25,56,390,Yes
4,1,108,19,107,161,26,82,21,28,56,199,No
2,1,115,81,16,18,8,15,20,25,10,200,No
1,1,204,76,0,4,0,0,41,41,16,92,No
1,1,162,0,162,162,162,162,21,21,7,63,No
2,1,130,1,130,131,65,130,14,21,12,122,Yes
1,1,108,0,108,108,108,108,21,21,2,92,No
2,1,353,1,353,354,176,353,16,21,36,246,No
2,2,308,5,310,312,155,310,31,41,40,200,No
1,1,340,70,-72,150,1,1,21,21,23,118,No
1,1,117,66,38,38,38,38,28,28,11,52,No
9,3,576,92,448,483,49,167,29,79,274,1733,Yes
3,2,187,1,200,271,74,194,9,14,84,194,Yes
1,1,153,0,153,153,153,153,16,16,20,63,No
4,2,430,8,430,437,107,431,37,79,68,572,Yes
2,2,172,90,19,24,9,19,23,31,26,156,Yes
4,2,270,90,31,50,7,24,24,31,63,462,Yes
1,1,35,0,35,35,35,35,15,15,2,26,Yes
4,2,99,91,33,60,10,19,22,31,38,185,Yes
8,3,1057,22,1181,1257,148,679,23,79,136,2976,Yes
3,3,138,68,3,18,1,2,41,79,61,171,Yes
5,1,79,92,9,39,2,7,16,25,37,213,Yes
2,2,247,0,297,354,162,197,4,4,55,138,Yes
6,3,223,12,229,259,38,207,28,79,156,496,Yes
4,2,378,17,325,446,81,320,38,79,129,488,Yes
1,1,116,91,0,3,0,0,79,79,12,49,Yes
6,2,174,91,5,27,1,3,30,79,190,416,Yes
4,2,744,90,-4,87,3,8,21,31,166,980,Yes
1,1,36,0,36,36,36,36,15,15,5,22,Yes
1,1,36,0,36,36,36,36,15,15,5,22,Yes
1,1,36,0,36,36,36,36,15,15,5,22,Yes
4,2,297,91,35,43,8,30,37,79,86,490,Yes
2,1,77,22,78,80,39,75,16,28,29,76,Yes
2,2,84,24,84,86,42,84,53,79,20,86,Yes
6,2,325,24,337,425,56,237,28,79,104,795,Yes
5,2,300,24,306,310,61,291,29,79,106,499,Yes
4,3,262,91,2,16,0,1,33,79,105,344,Yes
6,2,30,22,69,74,11,26,20,79,18,114,Yes
5,2,250,93,5,31,1,3,28,79,129,465,Yes
3,2,280,41,39,46,13,39,44,79,72,297,Yes
3,2,132,93,8,17,2,5,20,30,30,148,Yes
9,3,564,26,636,832,70,243,18,79,339,1658,Yes
1,1,86,66,6,12,6,6,28,28,9,44,No
4,3,251,91,182,235,45,179,35,79,87,344,Yes
4,2,275,35,3,26,1,4,33,79,84,360,Yes
3,3,307,91,2,5,0,1,45,79,47,282,Yes
4,3,282,92,33,75,9,31,30,79,55,388,Yes
2,1,54,76,2,6,1,1,26,27,21,53,No
4,2,213,24,214,233,53,213,39,79,79,368,Yes
2,2,247,53,1,4,0,1,55,79,34,168,Yes
2,2,206,58,0,2,0,0,55,79,30,166,Yes
2,2,62,20,62,63,31,62,50,79,6,62,Yes
2,2,60,20,60,61,30,60,50,79,4,60,Yes
2,2,321,20,321,326,160,321,50,79,50,210,Yes
2,2,329,91,12,22,6,12,50,79,40,230,Yes
1,1,47,91,0,1,0,0,79,79,5,28,Yes
1,1,94,86,2,2,2,2,31,31,11,43,No
1,1,273,48,2,4,2,2,45,45,29,51,No
1,1,460,48,2,5,2,2,45,45,36,109,No
1,1,138,97,1,5,1,1,45,45,12,51,No
1,1,358,97,1,2,1,1,45,45,34,75,No
3,2,1246,98,4,10,1,2,16,45,145,1280,No
1,1,157,97,3,4,3,3,45,45,1,55,No
1,1,981,36,53,54,53,53,4,4,34,316,No
1,1,262,47,2,8,2,2,45,45,24,79,No
1,1,553,97,2,5,2,2,45,45,25,203,No
3,3,366,97,14,15,4,6,17,45,28,315,No
1,1,390,50,2,3,2,2,45,45,28,84,No
2,1,188,43,0,2,0,0,2,2,20,176,No
1,1,160,52,2,3,2,2,45,45,10,61,No
5,3,927,52,-6,32,0,0,11,45,100,1305,Yes
2,1,786,69,14,17,7,12,24,45,61,877,No
2,2,319,103,5,6,2,5,22,41,52,250,No
1,1,979,97,1,5,1,1,45,45,26,475,No
2,2,482,103,19,56,15,28,25,45,37,368,No
1,1,167,103,6,47,17,17,5,5,10,71,No
1,1,86,97,2,3,2,2,45,45,8,38,No
1,1,361,103,-4,32,7,7,5,5,21,107,No
2,2,315,70,1,4,0,1,43,45,8,450,No
6,3,694,70,0,20,0,0,16,45,18,2715,No
1,1,301,68,0,1,0,0,41,41,24,142,No
2,1,466,63,0,2,0,0,3,3,46,406,No
1,1,252,68,2,6,2,2,41,41,9,141,No
1,1,565,25,0,1,0,0,45,45,32,158,No
1,1,156,13,2,3,2,2,45,45,11,52,No
1,1,277,97,2,3,2,2,45,45,22,78,No
2,2,189,4,189,191,94,189,10,12,48,126,No
2,2,156,4,153,205,77,118,10,12,18,119,No
2,2,340,102,167,187,83,158,10,12,3,317,No
2,2,303,4,303,306,151,303,10,12,40,171,No
2,2,492,97,-268,290,3,5,28,45,55,301,No
2,2,85,53,-7,9,0,0,8,12,16,82,No
1,1,53,53,-5,5,0,0,4,4,1,44,No
3,2,704,103,5,85,3,10,31,45,124,787,No
2,2,43,4,41,52,20,40,10,12,3,55,No
1,1,101,97,-49,49,0,0,4,4,1,34,No
2,1,509,29,7,8,3,5,22,41,86,288,No
1,1,328,27,3,3,3,3,2,2,26,137,No
1,1,359,29,2,2,2,2,4,4,27,127,No
1,1,667,47,2,9,2,2,45,45,7,373,No
1,1,262,97,2,4,2,2,45,45,27,77,No
1,1,97,15,3,3,3,3,45,45,8,56,No
1,1,286,31,1,6,1,1,12,12,25,122,No
2,2,380,45,4,4,2,2,4,4,32,266,No
1,1,420,14,62,67,64,64,5,5,16,195,No
1,1,342,15,0,4,0,0,41,41,18,139,No
1,1,148,68,0,2,0,0,41,41,8,66,No
2,1,43,0,86,86,43,43,3,3,4,54,No
1,1,326,68,1,1,1,1,41,41,19,119,No
1,1,102,72,0,6,0,0,8,8,18,40,No
1,1,321,10,48,48,48,48,4,4,30,107,No
2,2,107,82,-1,3,0,1,26,41,20,75,No
2,1,223,22,72,72,36,36,3,3,18,194,Yes
1,1,148,53,1,1,1,1,41,41,16,56,No
1,1,476,0,476,476,476,476,159,159,18,206,No
1,1,77,0,77,77,77,77,159,159,3,41,No
1,1,69,0,69,69,69,69,159,159,8,33,No
1,1,104,0,104,104,104,104,159,159,4,50,No
1,1,115,0,115,115,115,115,159,159,5,53,No
1,1,421,0,421,421,421,421,159,159,13,374,No
1,1,61,0,61,61,61,61,159,159,0,35,No
2,2,2009,1,2009,2021,1004,2009,102,159,94,1458,No
1,1,179,0,179,179,179,179,159,159,2,92,No
1,1,106,0,106,106,106,106,159,159,9,55,No
1,1,33,0,33,33,33,33,159,159,4,23,No
1,1,657,0,657,657,657,657,159,159,15,147,No
1,1,295,0,295,295,295,295,159,159,12,115,No
1,1,872,0,872,872,872,872,159,159,20,332,No
1,1,444,0,444,444,444,444,159,159,22,152,No
1,1,168,0,168,168,168,168,159,159,14,62,No
1,1,752,0,752,752,752,752,159,159,21,154,No
1,1,135,0,135,135,135,135,159,159,8,55,No
1,1,1126,0,1126,1126,1126,1126,159,159,0,221,No
1,1,163,0,163,163,163,163,159,159,7,60,No
1,1,184,0,184,184,184,184,159,159,1,78,No
1,1,51,0,51,51,51,51,159,159,1,34,No
1,1,25,0,25,25,25,25,159,159,0,21,No
1,1,180,0,180,180,180,180,159,159,0,67,No
1,1,64,0,64,64,64,64,159,159,1,34,No
1,1,101,0,101,101,101,101,159,159,2,61,No
1,1,512,0,512,512,512,512,159,159,3,184,No
1,1,187,0,187,187,187,187,159,159,2,70,No
1,1,56,0,56,56,56,56,159,159,3,31,No
1,1,39,0,39,39,39,39,159,159,0,25,No
1,1,261,0,261,261,261,261,159,159,0,74,No
1,1,73,0,73,73,73,73,159,159,1,41,No
1,1,65,0,65,65,65,65,159,159,1,40,No
1,1,329,0,329,329,329,329,159,159,1,137,No
1,1,64,0,64,64,64,64,159,159,9,34,No
1,1,164,0,164,164,164,164,159,159,12,76,No
2,2,622,7,625,626,312,621,100,159,70,464,No
1,1,74,0,74,74,74,74,159,159,7,36,No
1,1,117,0,117,117,117,117,159,159,4,63,No
1,1,84,0,84,84,84,84,159,159,11,43,No
2,2,226,1,226,227,113,226,102,159,24,232,No
1,1,76,0,76,76,76,76,159,159,10,39,No
1,1,323,0,323,323,323,323,159,159,13,122,No
1,1,153,0,153,153,153,153,159,159,7,73,No
1,1,250,0,250,250,250,250,159,159,16,63,No
1,1,73,0,73,73,73,73,159,159,6,35,No
1,1,84,0,84,84,84,84,159,159,7,41,No
1,1,61,0,61,61,61,61,159,159,4,31,No
1,1,936,0,936,936,936,936,159,159,29,307,No
1,1,76,0,76,76,76,76,159,159,6,33,No
1,1,165,0,165,165,165,165,159,159,8,73,No
1,1,504,0,504,504,504,504,159,159,24,154,No
1,1,109,0,109,109,109,109,159,159,10,43,No
1,1,77,0,77,77,77,77,159,159,7,37,No
1,1,75,0,75,75,75,75,159,159,7,37,No
1,1,204,0,204,204,204,204,159,159,25,65,No
1,1,127,0,127,127,127,127,159,159,7,60,No
1,1,148,0,148,148,148,148,159,159,7,66,No
1,1,169,0,169,169,169,169,159,159,16,61,No
1,1,157,0,157,157,157,157,159,159,18,49,No
1,1,96,0,96,96,96,96,159,159,7,39,No
1,1,26,0,26,26,26,26,159,159,1,18,No
1,1,87,0,87,87,87,87,159,159,11,33,No
1,1,38,0,38,38,38,38,159,159,3,24,No
1,1,281,0,281,281,281,281,159,159,23,82,No
1,1,380,0,380,380,380,380,159,159,15,188,No
1,1,339,0,339,339,339,339,159,159,16,87,No
1,1,234,0,234,234,234,234,159,159,17,98,No
1,1,239,0,239,239,239,239,159,159,15,99,No
1,1,107,0,107,107,107,107,159,159,9,40,No
1,1,174,0,174,174,174,174,159,159,20,54,No
1,1,101,0,101,101,101,101,159,159,7,63,No
1,1,176,0,176,176,176,176,159,159,12,69,No
1,1,212,0,212,212,212,212,159,159,12,51,No
1,1,33,0,33,33,33,33,159,159,4,18,No
1,1,95,0,95,95,95,95,159,159,9,39,No
1,1,116,0,116,116,116,116,159,159,8,47,No
1,1,28,0,28,28,28,28,159,159,2,20,No
1,1,46,0,46,46,46,46,159,159,2,26,No
1,1,36,0,36,36,36,36,159,159,2,24,No
1,1,692,0,692,692,692,692,159,159,18,269,No
1,1,164,0,164,164,164,164,159,159,21,57,No
1,1,193,0,193,193,193,193,159,159,23,54,No
1,1,145,0,145,145,145,145,159,159,7,62,No
1,1,151,0,151,151,151,151,159,159,14,60,No
1,1,91,0,91,91,91,91,159,159,11,54,No
1,1,129,0,129,129,129,129,159,159,12,57,No
1,1,138,0,138,138,138,138,159,159,13,64,No
1,1,222,0,222,222,222,222,159,159,13,67,No
1,1,98,0,98,98,98,98,159,159,5,33,No
1,1,127,0,127,127,127,127,159,159,13,37,No
2,2,77,7,77,78,38,77,100,159,24,58,No
1,1,171,0,171,171,171,171,159,159,16,42,No
1,1,212,0,212,212,212,212,159,159,16,84,No
1,1,88,0,88,88,88,88,159,159,15,35,No
1,1,139,0,139,139,139,139,159,159,12,42,No
1,1,125,0,125,125,125,125,159,159,9,31,No
1,1,78,0,78,78,78,78,159,159,0,40,No
1,1,50,0,50,50,50,50,159,159,6,26,No
1,1,63,0,63,63,63,63,159,159,7,29,No
1,1,79,0,79,79,79,79,159,159,8,30,No
1,1,37,0,37,37,37,37,159,159,6,23,No
1,1,181,0,181,181,181,181,159,159,11,47,No
1,1,47,0,47,47,47,47,159,159,6,22,No
1,1,56,0,56,56,56,56,159,159,7,27,No
1,1,38,0,38,38,38,38,159,159,5,25,No
1,1,237,0,237,237,237,237,159,159,12,140,No
1,1,273,0,273,273,273,273,159,159,20,98,No
1,1,116,0,116,116,116,116,159,159,10,52,No
1,1,35,0,35,35,35,35,159,159,4,22,No
1,1,129,0,129,129,129,129,159,159,8,67,No
1,1,261,0,261,261,261,261,159,159,15,150,No
