
Dataset,# Training,TrainingSet Size,TestSet Size,% Training,% Defect Training,%Defect Testing,Classifier,Balancing,FeatureSelection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa,Accuracy
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,IBk,No sampling,False,0.8571428571428571,7.880220646178094E-4,0.9992119779353822,0.14285714285714285,0.9,0.8571428571428571,0.9994652707418665,0.8770645375147733,0.9980461117624072
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,NB,No sampling,False,1.0,0.001970055161544523,0.9980299448384555,0.0,0.8076923076923077,1.0,0.9986397238170288,0.892642283585472,0.9980461117624072
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,Cost Sensitive,No sampling,False,0.5714285714285714,0.0,1.0,0.42857142857142855,1.0,0.5714285714285714,0.9995778453225261,0.7256352524927601,0.9964830011723329
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,RF,Under sampling,False,1.0,0.001970055161544523,0.9980299448384555,0.0,0.8076923076923077,1.0,0.9993433149461518,0.892642283585472,0.9980461117624072
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,IBk,Under sampling,False,0.9523809523809523,0.001970055161544523,0.9980299448384555,0.047619047619047616,0.8,0.9523809523809523,0.9989680663439529,0.8683912775149135,0.9976553341148886
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,NB,Under sampling,False,1.0,0.001970055161544523,0.9980299448384555,0.0,0.8076923076923077,1.0,0.9986397238170288,0.892642283585472,0.9980461117624072
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,Cost Sensitive,Under sampling,False,0.9047619047619048,0.001970055161544523,0.9980299448384555,0.09523809523809523,0.7916666666666666,0.9047619047619048,0.9990618784945026,0.8430707771557756,0.9796795623290347
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,RF,Over sampling,False,1.0,0.001970055161544523,0.9980299448384555,0.0,0.8076923076923077,1.0,0.9991932155052723,0.892642283585472,0.9980461117624072
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,IBk,Over sampling,False,0.9523809523809523,0.001182033096926714,0.9988179669030733,0.047619047619047616,0.8695652173913043,0.9523809523809523,0.9991744530751623,0.9083042192958851,0.9984368894099257
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,NB,Over sampling,False,1.0,0.001970055161544523,0.9980299448384555,0.0,0.8076923076923077,1.0,0.9986397238170288,0.892642283585472,0.9980461117624072
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,Cost Sensitive,Over sampling,False,0.8571428571428571,0.001970055161544523,0.9980299448384555,0.14285714285714285,0.782608695652174,0.8571428571428571,0.9751303988892641,0.8166084385917768,0.9792887846815163
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,RF,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,IBk,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,NB,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,9,23031,2559,0.9,0.11866614562980331,0.008206330597889801,Cost Sensitive,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,RF,No sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,IBk,No sampling,False,0.7321428571428571,0.0,1.0,0.26785714285714285,1.0,0.7321428571428571,1.0,0.8424461583296063,0.9941383352872216
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,NB,No sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,Cost Sensitive,No sampling,False,0.0,0.0,1.0,1.0,NaN,0.0,1.0,0.0,0.9781164517389606
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,RF,Under sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,IBk,Under sampling,False,0.9642857142857143,0.0,1.0,0.03571428571428571,1.0,0.9642857142857143,1.0,0.9814189557148154,0.9992184447049629
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,NB,Under sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,Cost Sensitive,Under sampling,False,0.9285714285714286,0.0,1.0,0.07142857142857142,1.0,0.9285714285714286,1.0,0.962165678548722,0.9984368894099257
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,RF,Over sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,IBk,Over sampling,False,0.8392857142857143,0.0,1.0,0.16071428571428573,1.0,0.8392857142857143,1.0,0.9108407242376487,0.9964830011723329
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,NB,Over sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,Cost Sensitive,Over sampling,False,0.5535714285714286,0.0,1.0,0.44642857142857145,1.0,0.5535714285714286,1.0,0.7080913118666176,0.9902305588120359
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,RF,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,IBk,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,NB,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,10,25590,2559,0.9090909090909091,0.10762016412661196,0.021883548261039467,Cost Sensitive,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,RF,No sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,IBk,No sampling,False,0.880184331797235,0.0,1.0,0.11981566820276497,1.0,0.880184331797235,1.0,0.9307786903154257,0.9898397811645174
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,NB,No sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,Cost Sensitive,No sampling,False,0.9493087557603687,0.0,1.0,0.05069124423963134,1.0,0.9493087557603687,1.0,0.9716540809000124,0.9957014458772958
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,RF,Under sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,IBk,Under sampling,False,0.9861751152073732,0.0,1.0,0.013824884792626729,1.0,0.9861751152073732,1.0,0.9923994087438975,0.9988276670574443
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,NB,Under sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,Cost Sensitive,Under sampling,False,0.9953917050691244,0.0,1.0,0.004608294930875576,1.0,0.9953917050691244,1.0,0.9974770852496736,0.9996092223524814
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,RF,Over sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,IBk,Over sampling,False,0.8986175115207373,0.0,1.0,0.10138248847926268,1.0,0.8986175115207373,1.0,0.9419415517316057,0.9914028917545916
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,NB,Over sampling,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,Cost Sensitive,Over sampling,False,0.9861751152073732,0.0,1.0,0.013824884792626729,1.0,0.9861751152073732,0.9953917050691244,0.9923994087438975,0.9988276670574443
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,RF,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,IBk,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,NB,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,11,28149,2559,0.9166666666666666,0.09979040107996731,0.08479874951152794,Cost Sensitive,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,RF,No sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.9998101891728076,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,IBk,No sampling,False,0.9844961240310077,0.0024691358024691358,0.9975308641975309,0.015503875968992248,0.9548872180451128,0.9844961240310077,0.9987845726863814,0.9678186071078246,0.9968737788198515
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,NB,No sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.9989711934156379,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,Cost Sensitive,No sampling,False,0.8992248062015504,0.0,1.0,0.10077519379844961,1.0,0.8992248062015504,0.9998755861804958,0.944278901959208,0.9949198905822587
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,RF,Under sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.999502344721983,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,IBk,Under sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.9988037132739975,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,NB,Under sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.9989711934156379,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,Cost Sensitive,Under sampling,False,0.9767441860465116,0.0016460905349794238,0.9983539094650206,0.023255813953488372,0.9692307692307692,0.9767441860465116,0.9991498389000543,0.9715323699504645,0.9831965611567018
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,RF,Over sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.9997926436341595,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,IBk,Over sampling,False,0.9844961240310077,0.0024691358024691358,0.9975308641975309,0.015503875968992248,0.9548872180451128,0.9844961240310077,0.9992981784540785,0.9678186071078246,0.9968737788198515
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,NB,Over sampling,False,1.0,0.0024691358024691358,0.9975308641975309,0.0,0.9555555555555556,1.0,0.9989711934156379,0.9760373065145936,0.9976553341148886
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,Cost Sensitive,Over sampling,False,0.9689922480620154,0.0024691358024691358,0.9975308641975309,0.031007751937984496,0.9541984732824428,0.9689922480620154,0.9870896736529812,0.9594801295875812,0.9749902305588121
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,RF,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,IBk,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,NB,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,12,30708,2559,0.9230769230769231,0.09857366158655725,0.05041031652989449,Cost Sensitive,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,RF,No sampling,False,0.98989898989899,0.018410852713178296,0.9815891472868217,0.010101010101010102,0.928030303030303,0.98989898989899,0.9936780596664317,0.9474798068097695,0.9831965611567018
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,IBk,No sampling,False,0.9131313131313131,0.01695736434108527,0.9830426356589147,0.08686868686868687,0.9281314168377823,0.9131313131313131,0.9907216545297941,0.9017130127515748,0.9695193434935522
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,NB,No sampling,False,1.0,0.018410852713178296,0.9815891472868217,0.0,0.9287054409005628,1.0,0.9927560488607,0.9537599465901277,0.9851504493942946
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,Cost Sensitive,No sampling,False,0.6323232323232323,0.006298449612403101,0.9937015503875969,0.36767676767676766,0.9601226993865031,0.6323232323232323,0.9863372093023256,0.7193761778068708,0.8780773739742087
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,RF,Under sampling,False,1.0,0.018410852713178296,0.9815891472868217,0.0,0.9287054409005628,1.0,0.9926097212434422,0.9537599465901277,0.9851504493942946
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,IBk,Under sampling,False,0.9818181818181818,0.017926356589147287,0.9820736434108527,0.01818181818181818,0.9292543021032504,0.9818181818181818,0.9908694503171247,0.9436044405861758,0.9820242282141461
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,NB,Under sampling,False,1.0,0.018410852713178296,0.9815891472868217,0.0,0.9287054409005628,1.0,0.9928319043144624,0.9537599465901277,0.9851504493942946
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,Cost Sensitive,Under sampling,False,0.9696969696969697,0.015019379844961241,0.9849806201550387,0.030303030303030304,0.9393346379647749,0.9696969696969697,0.9909506890611541,0.9430911052839208,0.8729972645564674
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,RF,Over sampling,False,0.997979797979798,0.018410852713178296,0.9815891472868217,0.00202020202020202,0.9285714285714286,0.997979797979798,0.993426513193955,0.9525076698392937,0.984759671746776
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,IBk,Over sampling,False,0.9373737373737374,0.01695736434108527,0.9830426356589147,0.06262626262626263,0.9298597194388778,0.9373737373737374,0.9919906428627359,0.9175980515564713,0.9742086752637749
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,NB,Over sampling,False,1.0,0.018410852713178296,0.9815891472868217,0.0,0.9287054409005628,1.0,0.9914087581238744,0.9537599465901277,0.9851504493942946
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,Cost Sensitive,Over sampling,False,0.9131313131313131,0.015988372093023256,0.9840116279069767,0.08686868686868687,0.931958762886598,0.9131313131313131,0.9531046903139926,0.9040849842429981,0.8542399374755764
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,RF,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,IBk,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,NB,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
storm,13,33267,2559,0.9285714285714286,0.09486878888989088,0.19343493552168817,Cost Sensitive,Smote,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
