@relation storm

@attribute NumberRevisions real
@attribute NumberAuthors real
@attribute LOC real
@attribute AGE real
@attribute CHURN real
@attribute LOC_TOUCHED real
@attribute AvgLocAdded real
@attribute MaxLocAdded real
@attribute AvgChgSet real
@attribute MaxChgSet real
@attribute numImports real
@attribute numComments real
@attribute Buggy {Yes, No}

@data
2,2,1328,99,500,792,257,257,216,266,50,160,No
2,2,2935,99,1160,1830,601,601,216,266,50,328,No
2,2,714,99,292,390,147,147,216,266,50,118,No
2,2,499,99,186,262,94,94,216,266,50,102,No
2,2,387,99,6,124,3,3,216,266,50,74,No
2,2,816,99,532,610,268,268,216,266,50,124,No
2,2,922,99,358,470,180,180,216,266,50,134,No
3,3,398,7,524,590,175,350,149,266,65,171,No
2,2,507,99,192,254,98,98,216,266,50,100,No
2,2,800,99,6,284,3,3,216,266,50,86,No
2,2,406,99,160,214,82,82,216,266,50,92,No
2,2,561,99,260,324,132,132,216,266,50,100,No
2,2,631,99,6,190,3,3,216,266,50,82,No
2,2,407,99,170,248,86,86,216,266,50,94,No
3,3,20013,99,9810,14318,3362,4557,149,266,65,3093,No
2,2,406,99,160,214,82,82,216,266,50,92,No
2,2,300,99,130,172,66,66,216,266,50,82,No
3,3,64,7,66,68,22,64,149,266,9,89,No
2,2,664,99,342,448,172,172,216,266,50,114,No
2,2,516,99,226,288,115,115,216,266,50,100,No
2,2,514,99,206,268,105,105,216,266,50,100,No
2,2,917,99,680,762,342,342,216,266,50,132,No
2,2,514,99,206,268,105,105,216,266,50,100,No
2,2,803,99,464,540,234,234,216,266,50,120,No
2,2,554,99,254,326,128,128,216,266,50,102,No
2,2,533,99,228,290,115,115,216,266,50,124,No
2,2,796,99,278,384,140,140,216,266,50,126,No
2,2,1280,99,636,766,319,319,216,266,50,154,No
2,2,62,99,2,4,1,1,216,266,6,60,No
2,2,1208,99,444,594,223,223,216,266,50,158,No
1,1,82,6,15,28,15,15,266,266,10,20,No
2,2,32,4,64,64,32,32,216,266,0,32,No
5,5,621,65,203,1033,46,111,87,266,140,700,No
3,3,119,65,16,50,5,9,2,2,41,93,Yes
2,2,157,33,0,4,0,0,216,266,20,62,No
3,3,325,65,58,228,22,33,155,266,77,136,No
2,2,53,65,0,4,0,0,216,266,8,44,No
1,1,96,42,1,14,1,1,266,266,9,34,No
1,1,61,99,2,3,2,2,266,266,10,38,No
1,1,142,99,26,27,26,26,266,266,11,52,No
1,1,171,99,-1,2,0,0,266,266,25,44,No
2,2,160,99,2,6,1,2,216,266,54,80,No
1,1,77,42,0,2,0,0,266,266,7,17,No
1,1,120,99,2,9,2,2,266,266,12,23,No
1,1,154,2,154,154,154,154,266,266,8,8,No
2,2,131,42,1,8,0,1,133,266,28,64,No
1,1,70,99,0,3,0,0,266,266,13,19,No
1,1,131,99,5,19,5,5,266,266,18,26,No
1,1,209,42,2,6,2,2,266,266,26,36,No
1,1,94,42,1,23,1,1,266,266,12,24,No
1,1,26,99,4,4,4,4,266,266,0,21,No
1,1,184,99,131,131,131,131,266,266,4,136,No
2,2,380,100,12,35,6,11,134,266,37,244,No
1,1,521,99,1,12,1,1,266,266,31,24,No
1,1,65,99,0,1,0,0,266,266,10,17,No
1,1,253,31,0,6,0,0,14,14,4,20,No
1,1,74,99,10,17,10,10,266,266,8,17,No
2,2,189,90,0,18,0,0,16,32,30,70,No
4,3,187,99,-12,32,0,0,68,266,28,84,No
2,2,121,99,0,8,2,2,216,266,38,36,No
3,3,199,99,3,3,1,1,144,266,39,57,No
1,1,733,99,1,12,1,1,266,266,29,23,No
1,1,66,6,18,24,19,19,266,266,11,19,No
1,1,79,59,1,2,1,1,505,505,11,24,No
1,1,134,12,134,134,134,134,505,505,10,53,No
2,2,110,59,0,6,1,1,255,505,24,54,No
2,2,77,12,76,78,38,77,253,505,28,46,No
2,2,142,59,0,6,1,1,255,505,30,74,No
4,3,81,5,324,324,81,81,236,505,44,84,Yes
4,3,116,5,464,464,116,116,236,505,24,72,Yes
4,3,32,5,128,128,32,32,236,505,0,68,Yes
4,3,92,5,368,368,92,92,236,505,20,108,Yes
4,3,72,5,288,288,72,72,236,505,12,68,Yes
4,3,37,5,148,148,37,37,236,505,0,68,Yes
4,3,139,5,556,556,139,139,236,505,48,88,Yes
4,3,70,5,280,280,70,70,236,505,4,72,Yes
4,3,95,5,380,380,95,95,236,505,36,72,Yes
4,3,38,5,152,152,38,38,236,505,4,68,Yes
4,3,64,5,256,256,64,64,236,505,12,68,Yes
4,3,54,5,216,216,54,54,236,505,32,68,Yes
4,3,155,5,620,620,155,155,236,505,44,116,Yes
4,3,51,5,204,204,51,51,236,505,16,88,Yes
4,3,53,5,212,212,53,53,236,505,40,80,Yes
4,3,81,5,324,324,81,81,236,505,52,80,Yes
4,3,83,5,332,332,83,83,236,505,44,88,Yes
4,3,63,5,252,252,63,63,236,505,40,80,Yes
4,3,48,5,192,192,48,48,236,505,4,68,Yes
4,3,55,5,220,220,55,55,236,505,28,68,Yes
4,3,56,5,224,224,56,56,236,505,0,76,Yes
4,3,150,5,600,600,150,150,236,505,60,72,Yes
4,3,258,5,1032,1032,258,258,236,505,52,124,Yes
4,3,165,5,660,660,165,165,236,505,20,88,Yes
4,3,37,5,148,148,37,37,236,505,0,68,Yes
4,3,25,5,100,100,25,25,236,505,0,68,Yes
4,3,30,5,120,120,30,30,236,505,16,68,Yes
4,3,35,5,140,140,35,35,236,505,8,68,Yes
4,3,30,5,120,120,30,30,236,505,4,92,Yes
4,3,35,5,140,140,35,35,236,505,0,112,Yes
4,3,27,5,108,108,27,27,236,505,4,68,Yes
4,3,37,5,148,148,37,37,236,505,4,68,Yes
4,3,33,5,132,132,33,33,236,505,4,92,Yes
4,3,31,5,124,124,31,31,236,505,4,68,Yes
4,3,56,5,224,224,56,56,236,505,0,68,Yes
4,3,101,5,404,404,101,101,236,505,20,84,Yes
4,3,136,5,544,544,136,136,236,505,16,100,Yes
4,3,85,5,340,340,85,85,236,505,28,68,Yes
4,3,95,5,380,380,95,95,236,505,24,72,Yes
4,3,60,5,240,240,60,60,236,505,20,68,Yes
4,3,35,5,140,140,35,35,236,505,8,92,Yes
4,3,26,5,104,104,26,26,236,505,8,68,Yes
4,3,69,5,276,276,69,69,236,505,28,80,Yes
4,3,64,5,256,256,64,64,236,505,24,80,Yes
4,3,39,5,156,156,39,39,236,505,12,80,Yes
4,3,41,5,164,164,41,41,236,505,12,80,Yes
4,3,167,5,668,668,167,167,236,505,60,108,Yes
4,3,66,5,264,264,66,66,236,505,28,80,Yes
4,3,91,5,364,364,91,91,236,505,40,76,Yes
4,3,105,5,420,420,105,105,236,505,48,112,Yes
4,3,96,5,384,384,96,96,236,505,4,120,Yes
4,3,105,5,420,420,105,105,236,505,12,140,Yes
4,3,61,5,244,244,61,61,236,505,8,84,Yes
4,3,54,5,216,216,54,54,236,505,12,80,Yes
4,3,47,5,188,188,47,47,236,505,16,72,Yes
4,3,70,5,280,280,70,70,236,505,16,92,Yes
4,3,117,5,468,468,117,117,236,505,16,108,Yes
4,3,93,5,372,372,93,93,236,505,36,96,Yes
4,3,52,5,208,208,52,52,236,505,8,80,Yes
1,1,76,32,3,8,3,3,505,505,13,20,No
2,2,77,32,0,2,0,0,255,505,18,46,No
2,2,83,32,0,4,0,0,255,505,24,46,No
1,1,243,19,243,243,243,243,505,505,23,39,No
1,1,64,32,2,28,8,8,505,505,10,22,No
3,2,50,22,150,150,50,50,294,505,9,51,Yes
3,2,40,22,120,120,40,40,294,505,6,87,Yes
3,2,249,37,-28,111,5,7,294,505,63,60,Yes
2,2,171,32,2,11,1,2,255,505,42,40,No
2,2,131,47,0,2,0,0,255,505,38,36,No
2,2,149,47,0,2,0,0,255,505,34,36,No
1,1,56,47,-1,3,0,0,505,505,2,41,No
1,1,281,20,281,281,281,281,505,505,24,43,No
5,3,62,52,10,42,3,7,142,505,49,110,Yes
1,1,196,47,-2,4,0,0,505,505,31,24,No
1,1,193,47,0,2,0,0,505,505,25,26,No
1,1,90,47,0,1,0,0,505,505,17,19,No
1,1,88,47,0,3,0,0,505,505,17,19,No
1,1,289,19,289,289,289,289,505,505,25,34,No
1,1,143,19,143,143,143,143,505,505,15,17,No
1,1,81,19,81,81,81,81,505,505,9,49,No
1,1,132,19,132,132,132,132,505,505,16,17,No
1,1,146,19,146,146,146,146,505,505,4,18,No
1,1,76,19,76,76,76,76,505,505,9,18,No
1,1,420,19,420,420,420,420,505,505,15,72,No
1,1,306,19,306,306,306,306,505,505,28,38,No
1,1,31,19,31,31,31,31,505,505,7,0,No
1,1,14,19,14,14,14,14,505,505,4,0,No
1,1,220,19,220,220,220,220,505,505,32,24,No
1,1,150,19,150,150,150,150,505,505,15,20,No
1,1,153,19,153,153,153,153,505,505,16,20,No
